Unique_client_ID,y_proba,Race/Ethnicity,SPA,Gender,Age_group_at_assessment,Intervention,InterventionYear,AssessmentYear,TOTAL_SCORE,HISTORY_SUB_SCORE,RISKS_SUB_SCORE,SOCIALIZATION_SUB_SCORE,WELLNESS_SUB_SCORE
60198,0.241194805,White,2,Male,18-24,Exited to an other or unknown destination,2018,2017,6,2,1,2,1
60199,0.184998149,Latino,2,Male,25-44,"Currently active in ""Services Only"" program",,2017,5,2,0,3,0
60201,0.344780534,Black,4,Male,60+,Assessed Only,,2017,10,1,2,3,3
60203,0.340395775,Latino,7,Male,45-59,Exited to an other or unknown destination,2017,2017,4,2,0,1,1
60205,0.243265536,Black,6,Female,45-59,Exited to an other or unknown destination,2019,2017,8,2,2,2,2
60206,0.081100507,White,8,Male,25-44,Permanently Housed,2017,2017,10,2,1,4,3
60207,0.37320899,White,1,Male,45-59,Exited to an other or unknown destination,2017,2017,8,1,1,3,3
60224,0.209443256,Latino,3,Male,25-44,Permanently Housed,2022,2017,11,1,3,1,6
60235,0.22536325,Black,2,Female,25-44,Exited to a place not meant for habitation,2019,2017,7,2,1,2,2
60243,0.339707075,Black,6,Male,25-44,Exited to a permanent destination,2018,2018,8,1,3,2,2
60244,0.287676939,Latino,7,Female,25-44,Exited to an other or unknown destination,2017,2017,4,2,0,1,1
60246,0.212908367,White,7,Female,25-44,Permanently Housed,2017,2020,10,1,3,3,3
60259,0.145810755,White,4,Male,45-59,Exited to an other or unknown destination,2018,2017,8,2,1,4,1
60260,0.86281909,White,6,Male,60+,Exited to an other or unknown destination,2017,2017,2,0,0,1,0
60262,0.109223406,Black,4,Male,18-24,"Matched to Permanent Housing, Not Yet Housed",2021,2019,11,2,3,4,2
60268,0.100254577,Black,4,Female,25-44,"Currently active in ""Street Outreach"" program",,2021,11,2,4,2,3
60271,0.799443198,Black,6,Male,25-44,Exited to a temporary destination,2018,2017,3,0,0,3,0
60273,0.140537625,Black,4,Male,25-44,"Currently active in ""Street Outreach"" program",,2020,8,2,1,4,1
60294,0.439710837,Latino,6,Male,25-44,Exited to an other or unknown destination,2020,2017,4,1,0,3,0
60298,0.151733222,Latino,8,Male,25-44,Assessed Only,,2017,7,2,2,1,2
60302,0.46146402,Black,1,Male,25-44,"Currently active in ""Services Only"" program",,2017,5,1,0,4,0
60306,0.309717477,Black,6,Male,25-44,Exited to an other or unknown destination,2017,2017,4,2,0,2,0
60309,0.035600537,Latino,7,Male,25-44,"Currently active in ""Services Only"" program",,2019,13,2,4,4,3
60325,0.809650685,Latino,5,Male,25-44,"Currently active in ""Services Only"" program",,2017,2,0,0,1,1
60327,0.1919502,White,4,Male,45-59,Permanently Housed,2020,2017,8,2,2,1,3
60329,0.365101872,Latino,1,Male,18-24,Permanently Housed,2019,2017,13,0,4,3,6
60334,0.042786075,White,2,Female,25-44,Exited to an other or unknown destination,2017,2017,14,2,4,3,5
60339,0.187689747,Latino,2,Male,18-24,"Currently active in ""Services Only"" program",,2017,8,2,2,1,3
60346,0.634061764,Black,2,Female,25-44,Exited to an other or unknown destination,2017,2017,7,0,3,3,1
60372,0.125002338,Black,4,Male,18-24,Exited to an other or unknown destination,2019,2018,11,2,3,3,3
60374,0.104724002,Latino,7,Male,25-44,Assessed Only,,2017,8,2,3,2,1
60375,0.316169022,Black,6,Female,60+,"Matched to Permanent Housing, Not Yet Housed",,2017,7,2,0,2,2
60379,0.205477744,Black,8,Male,25-44,Assessed Only,,2017,8,2,1,1,4
60387,0.0875344,White,5,Male,25-44,Assessed Only,,2017,11,2,4,0,5
60391,0.150057895,White,6,Male,45-59,"Currently active in ""Services Only"" program",,2017,9,2,2,2,3
60394,0.34282292,Latino,7,Female,25-44,Exited to an other or unknown destination,2017,2017,7,1,2,2,2
60406,0.049902341,White,8,Male,25-44,"Currently active in ""Services Only"" program",,2017,12,2,4,3,3
60408,0.08993214,White,4,Male,60+,"Currently active in ""Services Only"" program",,2017,11,2,4,2,2
60410,0.062507338,Latino,8,Male,60+,Permanently Housed,2020,2019,13,2,2,4,4
60422,0.147446891,Latino,3,Male,25-44,"Currently active in ""Services Only"" program",,2017,6,2,1,3,0
60437,0.912781602,Black,6,Male,45-59,Exited to an other or unknown destination,2017,2017,1,0,0,1,0
60443,0.090888914,White,2,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2018,11,2,3,3,3
60445,0.485653137,Black,4,Male,60+,Exited to an other or unknown destination,2022,2021,7,1,2,2,1
60446,0.529411318,White,7,Female,25-44,Permanently Housed,2017,2017,4,1,1,1,1
60447,0.030458381,Latino,2,Female,25-44,Permanently Housed,,2017,15,2,4,4,5
60453,0.189040374,Latino,5,Male,25-44,Assessed Only,,2017,11,1,4,1,5
60460,0.573248789,Black,6,Male,25-44,Exited to a temporary destination,2018,2017,4,1,0,2,1
60474,0.475118778,Black,5,Female,60+,Assessed Only,,2017,8,1,1,3,2
60491,0.091975132,Latino,6,Male,25-44,Assessed Only,,2017,9,2,3,2,2
60492,0.113254728,Black,8,Male,25-44,Exited to an other or unknown destination,2019,2017,9,2,3,3,1
60506,0.583033645,Latino,3,Male,18-24,Assessed Only,,2017,4,1,1,1,1
60510,0.426024108,White,4,Female,25-44,Assessed Only,,2017,6,1,2,1,2
60514,0.745655811,White,4,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2018,1,1,0,0,0
60517,0.066447986,Black,8,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2021,12,2,3,4,3
60528,0.024720153,White,3,Male,25-44,"Currently active in ""Services Only"" program",,2017,16,2,4,4,6
60536,0.100315302,Latino,7,Male,25-44,"Currently active in ""Services Only"" program",,2017,14,1,4,3,6
60540,0.184814081,Black,6,Female,60+,"Matched to Permanent Housing, Not Yet Housed",,2018,10,2,1,3,3
60541,0.253828405,White,2,Male,45-59,Permanently Housed,2019,2019,11,1,2,3,5
60545,0.692282754,Black,4,Male,45-59,Permanently Housed,,2017,3,1,0,2,0
60547,0.480025409,Black,4,Male,25-44,Assessed Only,,2017,5,1,3,1,0
60552,0.089935684,Black,4,Male,60+,Permanently Housed,2021,2020,14,2,2,3,6
60554,0.566820725,Black,8,Female,25-44,Permanently Housed,2017,2017,4,1,0,3,0
60556,0.205980487,Latino,4,Male,45-59,Exited to an other or unknown destination,2022,2017,7,2,2,1,2
60561,0.561129562,Latino,4,Male,60+,Assessed Only,,2017,4,1,0,2,0
60579,0.545504463,White,4,Male,60+,Assessed Only,,2017,5,1,1,1,1
60597,0.410984856,Black,1,Female,45-59,Permanently Housed,2022,2017,9,1,1,4,3
60601,0.068619164,White,4,Female,45-59,"Currently active in ""Street Outreach"" program",,2022,14,2,3,3,6
60603,0.055025552,White,6,Male,25-44,"Currently active in ""Services Only"" program",,2017,12,2,2,4,4
60611,0.433596252,Asian,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2017,6,1,1,4,0
60614,0.041235918,Latino,4,Male,25-44,Permanently Housed,2018,2017,13,2,4,3,4
60627,0.347086747,White,2,Female,45-59,Exited to an other or unknown destination,2021,2021,4,2,0,2,0
60639,0.06619779,Latino,2,Male,45-59,Permanently Housed,,2018,13,2,3,3,5
60641,0.053433037,Latino,6,Male,25-44,Exited to a temporary destination,2021,2017,12,2,3,3,4
60642,0.636120865,Black,4,Female,18-24,Permanently Housed,2017,2018,6,1,1,1,3
60661,0.373418005,Latino,4,Male,45-59,"Currently active in ""Services Only"" program",,2017,3,2,0,1,0
60665,0.111660101,Black,7,Male,25-44,Exited to a temporary destination,2020,2017,10,2,2,3,3
60672,0.279674881,Latino,4,Male,18-24,Exited to a temporary destination,2017,2017,9,1,3,3,2
60674,0.063450548,White,2,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2019,12,2,3,3,4
60684,0.250077354,Black,6,Male,25-44,Exited to an other or unknown destination,2017,2017,5,2,0,3,0
60694,0.087398764,Black,5,Male,25-44,Exited to an other or unknown destination,2019,2018,11,2,3,3,3
60700,0.073160009,White,4,Female,25-44,Exited to an other or unknown destination,2018,2017,12,2,3,2,5
60709,0.023407927,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,16,2,4,4,6
60719,0.431697423,Black,8,Female,18-24,Permanently Housed,2020,2017,4,2,0,2,0
60721,0.024720153,White,4,Male,25-44,Assessed Only,,2017,16,2,4,4,6
60723,0.300363306,Black,6,Male,45-59,Exited to an other or unknown destination,2022,2017,6,2,1,2,1
60725,0.224930124,Asian,3,Male,60+,Assessed Only,,2017,7,2,0,2,2
60735,0.086132828,Black,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2022,12,2,2,3,5
60737,0.129531358,Black,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2019,2018,9,2,3,2,2
60749,0.084880159,White,4,Male,25-44,Assessed Only,,2017,10,2,3,2,3
60754,0.098432123,Latino,4,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2017,10,2,3,3,2
60755,0.633901086,Latino,4,Female,18-24,Exited to an institutional destination,2018,2017,8,0,2,3,3
60759,0.238722661,Black,6,Female,45-59,Exited to an other or unknown destination,2018,2018,8,2,1,3,2
60769,0.187444969,Black,3,Male,60+,Permanently Housed,,2017,9,2,1,3,2
60790,0.098737909,White,4,Male,60+,Permanently Housed,,2018,11,2,2,3,3
60798,0.439710837,Latino,4,Male,25-44,Exited to an other or unknown destination,2017,2017,4,1,0,3,0
60804,0.03452071,Latino,8,Male,18-24,"Currently active in ""Services Only"" program",,2017,16,2,4,4,6
60805,0.034014907,Black,8,Male,25-44,"Currently active in ""Services Only"" program",,2017,16,2,4,4,6
60807,0.034014907,Black,8,Male,25-44,"Currently active in ""Services Only"" program",,2017,16,2,4,4,6
60814,0.395984018,Black,2,Female,45-59,Permanently Housed,2018,2017,5,2,1,1,1
60821,0.034014907,Black,3,Male,25-44,"Currently active in ""Services Only"" program",,2017,16,2,4,4,6
60831,0.31460289,Latino,7,Female,18-24,Exited to an other or unknown destination,2017,2020,5,2,1,1,1
60832,0.114147544,Black,6,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2018,10,2,3,2,3
60835,0.774544929,Black,6,Female,45-59,Exited to an other or unknown destination,2017,2017,2,1,0,1,0
60836,0.12774057,Black,4,Male,25-44,"Currently active in ""Street Outreach"" program",,2019,10,2,2,2,4
60844,0.044681285,Latino,5,Male,45-59,Permanently Housed,2021,2021,15,2,4,3,6
60848,0.105557573,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,9,2,3,1,3
60849,0.209182896,Black,4,Male,60+,Permanently Housed,2022,2017,13,1,4,3,4
60852,0.136167769,Black,8,Female,45-59,Permanently Housed,2018,2017,11,2,3,3,3
60853,0.130452158,Latino,6,Male,25-44,Exited to a place not meant for habitation,2021,2022,13,1,4,2,6
60864,0.100380099,Black,6,Male,25-44,"Currently active in ""Services Only"" program",,2017,11,2,3,2,4
60870,0.254763997,Black,4,Male,25-44,Exited to an other or unknown destination,2018,2017,5,2,1,2,0
60874,0.096750367,White,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,9,2,3,2,2
60875,0.221302314,Black,1,Male,18-24,Assessed Only,,2017,8,2,1,3,2
60880,0.07001149,Latino,4,Male,25-44,Exited to a place not meant for habitation,2020,2020,10,2,3,3,2
60887,0.158301243,Latino,8,Male,45-59,Exited to an other or unknown destination,2022,2017,8,2,1,3,2
60888,0.392961415,Black,2,Female,25-44,Permanently Housed,2017,2017,8,1,1,3,3
60891,0.028438635,White,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,15,2,4,4,5
60896,0.196354509,White,5,Male,25-44,Assessed Only,,2017,7,2,0,1,4
60900,0.133093317,Latino,1,Male,25-44,Exited to an other or unknown destination,2019,2017,7,2,2,2,1
60901,0.570090045,Latino,7,Male,45-59,Permanently Housed,2017,2017,4,1,0,2,1
60903,0.611673636,Latino,6,Male,18-24,Exited to an other or unknown destination,2018,2017,3,1,0,2,0
60904,0.155161189,Black,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,11,2,3,2,4
60910,0.21024329,White,4,Female,25-44,"Currently active in ""Services Only"" program",,2018,11,1,2,3,5
60911,0.065910838,Asian,3,Male,25-44,Assessed Only,,2017,12,2,4,1,5
60917,0.569409839,Latino,4,Male,60+,Assessed Only,,2017,5,1,1,0,2
60938,0.519804651,Latino,6,Male,25-44,Exited to an other or unknown destination,2017,2017,3,1,1,1,0
60943,0.818115359,White,6,Male,25-44,Exited to an other or unknown destination,2019,2017,2,0,0,1,1
60946,0.290379434,White,6,Male,45-59,Exited to an other or unknown destination,2019,2019,6,2,0,1,3
60954,0.035056056,Latino,2,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2019,14,2,3,4,5
60960,0.599266399,Black,6,Female,45-59,Exited to an other or unknown destination,2017,2017,6,1,2,1,2
60970,0.107357386,Black,4,Male,45-59,Exited to an institutional destination,2020,2019,12,2,3,3,4
60987,0.726281628,Black,6,Male,18-24,Assessed Only,,2017,7,0,3,2,2
61004,0.57664412,Latino,8,Female,18-24,Exited to an institutional destination,2018,2017,4,1,1,2,0
61011,0.196742161,Black,6,Female,45-59,Exited to an other or unknown destination,2022,2019,9,2,3,2,2
61026,0.104724002,Latino,1,Male,25-44,"Currently active in ""Services Only"" program",,2017,8,2,3,2,1
61048,0.047318218,Latino,8,Male,25-44,Permanently Housed,,2017,12,2,4,3,3
61053,0.548042983,White,2,Female,45-59,Assessed Only,,2017,5,1,1,2,1
61063,0.166817902,Black,7,Male,25-44,"Currently active in ""Services Only"" program",,2017,8,2,3,1,2
61070,0.339232526,Latino,2,Female,25-44,"Currently active in ""PH - Permanent Supportive Housing (disability required for entry)"" program",,2017,8,1,1,2,4
61093,0.444089015,Latino,4,Male,18-24,Exited to an other or unknown destination,2017,2017,7,1,2,1,3
61094,0.259658889,White,8,Female,45-59,Assessed Only,,2017,6,2,1,2,1
61097,0.321336847,White,8,Female,18-24,Assessed Only,,2017,5,2,0,2,1
61100,0.163394399,Black,5,Male,25-44,"Currently active in ""Services Only"" program",,2017,8,2,2,2,2
61104,0.431217326,Black,3,Male,45-59,Permanently Housed,2020,2017,4,2,0,1,1
61116,0.31993762,Black,5,Male,60+,Exited to an institutional destination,2017,2017,9,1,4,3,0
61121,0.037891643,White,1,Male,25-44,Permanently Housed,2017,2017,14,2,4,3,5
61130,0.37802726,Latino,7,Female,25-44,Exited to an other or unknown destination,2019,2017,7,1,2,1,3
61131,0.134456126,White,8,Male,45-59,Exited to an other or unknown destination,2017,2017,9,2,3,2,2
61146,0.077772339,White,2,Female,45-59,Exited to an other or unknown destination,2018,2017,12,2,3,4,3
61155,0.098159426,Black,5,Male,25-44,Permanently Housed,2017,2017,11,2,2,3,4
61162,0.422295503,Black,4,Male,60+,"Currently active in ""Services Only"" program",,2017,4,2,0,1,0
61164,0.483833202,Latino,8,Male,25-44,"Currently active in ""Services Only"" program",,2017,4,1,1,1,1
61176,0.473310256,Latino,7,Female,18-24,Exited to a place not meant for habitation,2017,2017,6,1,2,2,1
61187,0.309717477,Black,4,Male,25-44,Exited to an other or unknown destination,2019,2017,4,2,0,2,0
61188,0.196962044,Black,8,Male,45-59,Assessed Only,,2017,9,2,2,2,3
61190,0.134852193,Black,4,Male,18-24,Permanently Housed,2021,2017,15,1,4,5,5
61191,0.093756537,Latino,4,Female,60+,"Currently active in ""Services Only"" program",,2017,11,2,3,3,2
61193,0.71857325,Black,6,Female,45-59,Exited to an other or unknown destination,2017,2017,3,1,0,2,0
61197,0.096901586,Latino,2,Female,45-59,Exited to an other or unknown destination,2018,2017,11,2,3,3,3
61201,0.430876245,Black,6,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2017,4,2,1,1,0
61207,0.073159553,Latino,2,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2018,2017,12,2,3,3,3
61215,0.350176539,White,4,Male,18-24,Assessed Only,,2017,8,1,2,3,2
61221,0.307195592,Black,4,Female,45-59,Permanently Housed,,2017,7,2,3,0,2
61224,0.138223581,Black,3,Male,45-59,Exited to an other or unknown destination,2020,2019,10,2,3,3,2
61226,0.03694701,White,6,Female,25-44,Permanently Housed,2020,2020,14,2,4,4,4
61229,0.221062739,Black,6,Female,18-24,"Currently active in ""Emergency Shelter"" program",,2017,8,2,2,3,1
61234,0.490426228,Black,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2019,8,1,2,2,3
61236,0.067871333,Latino,2,Female,25-44,"Currently active in ""Street Outreach"" program",,2022,12,2,2,3,5
61238,0.068619164,White,8,Female,45-59,Exited to an other or unknown destination,2017,2019,14,2,3,3,6
61249,0.134118871,Latino,4,Male,25-44,Exited to an other or unknown destination,2017,2017,8,2,2,1,3
61252,0.152534994,White,2,Male,25-44,Exited to a temporary destination,2017,2017,7,2,0,3,2
61260,0.194965417,White,5,Male,18-24,Exited to an other or unknown destination,2019,2017,7,2,2,2,1
61265,0.122339862,Latino,4,Male,60+,Exited to an other or unknown destination,2022,2019,10,2,2,2,3
61272,0.611673636,Latino,5,Male,18-24,Exited to an other or unknown destination,2018,2017,3,1,0,2,0
61291,0.136167769,Black,1,Female,45-59,"Currently active in ""Emergency Shelter"" program",,2022,11,2,3,3,3
61296,0.372530623,Latino,4,Male,25-44,Permanently Housed,2018,2017,7,1,0,2,4
61309,0.077040789,White,5,Male,60+,Permanently Housed,2018,2017,12,2,3,3,3
61315,0.231114494,Latino,1,Male,18-24,Permanently Housed,2018,2017,6,2,1,2,1
61319,0.426364225,White,5,Male,25-44,Exited to a place not meant for habitation,2020,2017,6,1,1,1,3
61320,0.684806266,Latino,7,Male,18-24,Exited to an other or unknown destination,2017,2018,2,1,1,0,0
61326,0.176106944,Latino,7,Male,45-59,Exited to a place not meant for habitation,2017,2017,8,2,0,3,3
61328,0.243389452,Latino,4,Male,45-59,Permanently Housed,2021,2019,11,1,2,3,5
61333,0.565403551,White,6,Male,25-44,Exited to an other or unknown destination,2017,2017,3,1,0,1,1
61352,0.107971431,Latino,3,Male,45-59,Exited to an other or unknown destination,2020,2019,10,2,1,4,3
61365,0.407448125,White,5,Male,45-59,Assessed Only,,2017,7,1,1,3,2
61379,0.062930604,Black,6,Female,18-24,"Matched to Permanent Housing, Not Yet Housed",,2022,15,2,3,5,5
61382,0.054703236,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,12,2,4,2,4
61383,0.162186917,Black,5,Male,25-44,Assessed Only,,2017,7,2,2,3,0
61387,0.748420314,Black,2,Female,45-59,Exited to an institutional destination,2019,2018,3,1,0,1,1
61388,0.140347838,Black,7,Male,45-59,Deceased,2022,2017,12,2,3,1,6
61392,0.095695398,Black,6,Male,45-59,Exited to an other or unknown destination,2019,2018,12,2,4,3,3
61395,0.627828792,Black,5,Male,45-59,Assessed Only,,2017,5,1,0,2,2
61410,0.185370582,Black,3,Male,25-44,Permanently Housed,2018,2017,8,2,2,1,3
61413,0.333849112,Black,4,Female,25-44,Assessed Only,,2017,8,1,3,3,1
61420,0.40677836,White,6,Male,60+,Permanently Housed,2017,2017,8,1,2,1,3
61426,0.372373317,Black,6,Female,25-44,Exited to a place not meant for habitation,2017,2017,4,2,0,1,1
61430,0.313014623,White,8,Male,60+,Exited to an other or unknown destination,2017,2017,5,2,0,1,1
61431,0.706363507,White,3,Female,60+,"Currently active in ""Services Only"" program",,2017,3,1,0,0,1
61436,0.068978366,Latino,4,Male,25-44,Exited to a place not meant for habitation,2021,2017,11,2,2,3,4
61443,0.068005346,Black,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,12,2,4,3,3
61444,0.319975603,Latino,2,Female,25-44,Exited to a place not meant for habitation,2022,2018,4,2,0,0,2
61452,0.148580056,White,5,Male,60+,Exited to a place not meant for habitation,2017,2017,9,2,3,1,2
61456,0.271545587,White,2,Male,60+,Permanently Housed,2019,2018,11,1,1,3,5
